term,normalized_term,semantic_hint,source,source_url,source_family,derived_variant,collision_risk,notes
Educational Program,educational program,ACADEMIC_CONCEPT,UT Austin Office of the Registrar Glossary of Catalog Terminology,https://registrar.utexas.edu/catalogs/glossary,Public institutional catalog/registrar glossary,false,MEDIUM,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
EF,ef,PROCESS_EVENT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,true,MEDIUM,Derived mechanically from source-attested form “Fall Enrollment (EF)” (parenthetical-code-extracted); not independently source-attested as a standalone term.
EFC,efc,OTHER_DOMAIN_TERM,Federal Student Aid Handbook Glossary,https://fsapartners.ed.gov/knowledge-center/fsa-handbook/glossary,Federal Student Aid glossary,true,MEDIUM,Derived mechanically from source-attested form “Expected Family Contribution (EFC)” (parenthetical-code-extracted); not independently source-attested as a standalone term.
EIN,ein,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,true,MEDIUM,Derived mechanically from source-attested form “Employer Identification Number (EIN)” (parenthetical-code-extracted); not independently source-attested as a standalone term.
Electronic Mail Address,electronic mail address,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26088,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=Organization; category=Contact->Email
Electronic Mail Address Type,electronic mail address type,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26089,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=Organization; category=Contact->Email
Eligible Program,eligible program,ACADEMIC_CONCEPT,Federal Student Aid Handbook Glossary,https://fsapartners.ed.gov/knowledge-center/fsa-handbook/glossary,Federal Student Aid glossary,false,MEDIUM,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Emancipated Minor,emancipated minor,ACADEMIC_CONCEPT,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=27931,NCES/CEDS,false,MEDIUM,Source-attested CEDS postsecondary element; entity=PS Student; category=Demographic
Emphasis,emphasis,OTHER_DOMAIN_TERM,UT Austin Office of the Registrar Glossary of Catalog Terminology,https://registrar.utexas.edu/catalogs/glossary,Public institutional catalog/registrar glossary,false,HIGH,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Employed After Exit,employed after exit,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26990,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Employment
Employed While Enrolled,employed while enrolled,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26989,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Employment
Employees by Assigned Position,employees by assigned position,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,true,LOW,Derived mechanically from source-attested form “Employees by Assigned Position (EAP)” (parenthetical-label-stripped); not independently source-attested as a standalone term.
Employees by Assigned Position (EAP),employees by assigned position eap,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,MEDIUM,Source-attested IPEDS glossary term.
Employer Identification Number,employer identification number,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,true,LOW,Derived mechanically from source-attested form “Employer Identification Number (EIN)” (parenthetical-label-stripped); not independently source-attested as a standalone term.
Employer Identification Number (EIN),employer identification number ein,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,MEDIUM,Source-attested IPEDS glossary term.
Employment End Date,employment end date,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26794,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Employment
Employment NAICS Code,employment naics code,DOCUMENT_SYSTEM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=27070,NCES/CEDS,false,MEDIUM,Source-attested CEDS postsecondary element; entity=PS Student; category=Employment
Employment Separation Reason,employment separation reason,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26613,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Staff; category=Employment
Employment services for current students,employment services for current students,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Employment Start Date,employment start date,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26345,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Employment
Employment Status While Enrolled,employment status while enrolled,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=27310,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Employment
End of Term,end of term,ACADEMIC_CONCEPT,National Student Clearinghouse Compliance Central Glossary,https://help.studentclearinghouse.org/compliancecentral/knowledge-base/glossary/,Sector enrollment reporting glossary,true,LOW,Derived mechanically from source-attested form “End of Term (EOT)” (parenthetical-label-stripped); not independently source-attested as a standalone term.
End of Term (EOT),end of term eot,ACADEMIC_CONCEPT,National Student Clearinghouse Compliance Central Glossary,https://help.studentclearinghouse.org/compliancecentral/knowledge-base/glossary/,Sector enrollment reporting glossary,false,MEDIUM,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Endowment funds,endowment funds,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Endowment income,endowment income,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Endowment net assets,endowment net assets,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
English Proficiency Test,english proficiency test,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,"Source-attested IPEDS glossary term. Related item: Test of English as a Foreign Language (TOEFL),Cambridge Certificate of Advanced English (CAE),Duolingo,International English Language Testing System (IELTS)"
Enrolled,enrolled,OTHER_DOMAIN_TERM,UC Berkeley Office of the Registrar Enrollment Glossary,https://registrar.berkeley.edu/enrollment/glossary/,Public institutional registrar glossary,false,HIGH,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Enrolled for credit,enrolled for credit,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Enrollment Capacity,enrollment capacity,PROCESS_EVENT,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=27979,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Institution; category=Directory
Enrollment Entry Date,enrollment entry date,PROCESS_EVENT,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26097,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Institution Enrollment
Enrollment Exit Date,enrollment exit date,PROCESS_EVENT,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26107,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Institution Enrollment
Enrollment file,enrollment file,DOCUMENT_SYSTEM,National Student Clearinghouse Compliance Central Glossary,https://help.studentclearinghouse.org/compliancecentral/knowledge-base/glossary/,Sector enrollment reporting glossary,false,LOW,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Enrollment in Postsecondary Award Type,enrollment in postsecondary award type,PROCESS_EVENT,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26360,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Institution Enrollment->Program
Enrollment Reporting,enrollment reporting,PROCESS_EVENT,National Student Clearinghouse Compliance Central Glossary,https://help.studentclearinghouse.org/compliancecentral/knowledge-base/glossary/,Sector enrollment reporting glossary,false,LOW,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Enrollment Status,enrollment status,PROCESS_EVENT,UT Austin Office of the Registrar Glossary of Catalog Terminology,https://registrar.utexas.edu/catalogs/glossary,Public institutional catalog/registrar glossary,false,MEDIUM,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Entering students,entering students,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,true,LOW,Derived mechanically from source-attested form “Entering students (undergraduate)” (parenthetical-label-stripped); not independently source-attested as a standalone term.
Entering students (undergraduate),entering students undergraduate,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Entrance Counseling,entrance counseling,PROCESS_EVENT,Federal Student Aid Handbook Glossary,https://fsapartners.ed.gov/knowledge-center/fsa-handbook/glossary,Federal Student Aid glossary,false,LOW,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Entry Date into Postsecondary,entry date into postsecondary,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26098,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Institution Enrollment
EOT,eot,ACADEMIC_CONCEPT,National Student Clearinghouse Compliance Central Glossary,https://help.studentclearinghouse.org/compliancecentral/knowledge-base/glossary/,Sector enrollment reporting glossary,true,MEDIUM,Derived mechanically from source-attested form “End of Term (EOT)” (parenthetical-code-extracted); not independently source-attested as a standalone term.
Equipment,equipment,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,HIGH,Source-attested IPEDS glossary term.
Equity,equity,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,HIGH,Source-attested IPEDS glossary term.
Error Resolution Report,error resolution report,DOCUMENT_SYSTEM,National Student Clearinghouse Compliance Central Glossary,https://help.studentclearinghouse.org/compliancecentral/knowledge-base/glossary/,Sector enrollment reporting glossary,false,LOW,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Exclusions,exclusions,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,HIGH,Source-attested IPEDS glossary term. Related item: Student Right-to-Know Act
"Executive, administrative, and managerial",executive administrative and managerial,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Exit Counseling,exit counseling,PROCESS_EVENT,Federal Student Aid Handbook Glossary,https://fsapartners.ed.gov/knowledge-center/fsa-handbook/glossary,Federal Student Aid glossary,false,LOW,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Expected Family Contribution,expected family contribution,OTHER_DOMAIN_TERM,Federal Student Aid Handbook Glossary,https://fsapartners.ed.gov/knowledge-center/fsa-handbook/glossary,Federal Student Aid glossary,true,LOW,Derived mechanically from source-attested form “Expected Family Contribution (EFC)” (parenthetical-label-stripped); not independently source-attested as a standalone term.
Expected Family Contribution (EFC),expected family contribution efc,OTHER_DOMAIN_TERM,Federal Student Aid Handbook Glossary,https://fsapartners.ed.gov/knowledge-center/fsa-handbook/glossary,Federal Student Aid glossary,false,MEDIUM,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Expenses,expenses,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,HIGH,Source-attested IPEDS glossary term.
Extension centers,extension centers,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
