term,normalized_term,semantic_hint,source_domain,source_name,source_url,source_family,source_authority_level,source_attested,derived_variant,parent_term,collision_risk,notes,source_id,acronym,acronym_expansion
principal,principal,FINANCIAL_CONCEPT,FINANCE,FDIC EDIE Glossary,https://edie.fdic.gov/glossary.html,FDIC,US_FEDERAL_BANKING_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
principal,principal,FINANCIAL_CONCEPT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
"principal, interest, taxes, and insurance","principal, interest, taxes, and insurance",FINANCIAL_CONCEPT,FINANCE,CFPB Mortgages Key Terms,https://www.consumerfinance.gov/consumer-tools/mortgages/answers/key-terms/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,MEDIUM,,,,
prior-period adjustment,prior-period adjustment,ACCOUNTING_CONCEPT,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,LOW,,,,
private mortgage insurance,private mortgage insurance,FINANCIAL_CONCEPT,FINANCE,CFPB Mortgages Key Terms,https://www.consumerfinance.gov/consumer-tools/mortgages/answers/key-terms/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,MEDIUM,,,,
profit or loss from business,profit or loss from business,TAX_CONCEPT,TAX,IRS Schedules for Form 1040 and Form 1040-SR,https://www.irs.gov/forms-pubs/schedules-for-form-1040,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
profit or loss from farming,profit or loss from farming,TAX_CONCEPT,TAX,IRS Schedules for Form 1040 and Form 1040-SR,https://www.irs.gov/forms-pubs/schedules-for-form-1040,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
progressive tax,progressive tax,TAX_CONCEPT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
"property, plant and equipment","property, plant and equipment",ACCOUNTING_CONCEPT,ACCOUNTING,SEC Beginners' Guide to Financial Statements,https://www.sec.gov/about/reports-publications/investorpubsbegfinstmtguide,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,,,,
"property, plant, and equipment","property, plant, and equipment",ACCOUNTING_CONCEPT,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,MEDIUM,,,,
proportional tax,proportional tax,TAX_CONCEPT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
proprietary accounts,proprietary accounts,ACCOUNTING_CONCEPT,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,LOW,,,,
prospectus,prospectus,DOCUMENT,FINANCE,SEC Forms Index / EDGAR Filing Forms,https://www.sec.gov/submit-filings/forms-index,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
prospectus,prospectus,DOCUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
proxy statement,proxy statement,DOCUMENT,FINANCE,SEC Forms Index / EDGAR Filing Forms,https://www.sec.gov/submit-filings/forms-index,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,,,,
proxy statement,proxy statement,DOCUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,,,,
proxy voting,proxy voting,PROCESS_EVENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
put option,put option,FINANCIAL_INSTRUMENT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
put option,put option,FINANCIAL_INSTRUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
QLAC,qlac,FINANCIAL_INSTRUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,HIGH,,,QLAC,qualified longevity annuity contract
qualified longevity annuity contract,qualified longevity annuity contract,FINANCIAL_INSTRUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,QLAC,qualified longevity annuity contract
quarterly report,quarterly report,DOCUMENT,FINANCE,SEC Forms Index / EDGAR Filing Forms,https://www.sec.gov/submit-filings/forms-index,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,,,,
quarterly report,quarterly report,DOCUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,,,,
Quarterly Reports (10-Q),quarterly reports (10-q),DOCUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,False,True,Quarterly Reports (10Q),LOW,Conservative deterministic punctuation/hyphenation variant of source-attested parent term.,,,
Quarterly Reports (10Q),quarterly reports (10q),DOCUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
rate of return,rate of return,FINANCIAL_CONCEPT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,,,,
real estate investment trust,real estate investment trust,FINANCIAL_INSTRUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,Collision note: cross-domain legal/document terminology overlap.,,,
real-estate investment trust,real-estate investment trust,FINANCIAL_INSTRUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,False,True,real estate investment trust,LOW,Conservative deterministic punctuation/hyphenation variant of source-attested parent term. Collision note: cross-domain legal/document terminology overlap.,,,
receivable,receivable,ACCOUNTING_CONCEPT,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,LOW,,,,
Receivable From Appropriations,receivable from appropriations,ACCOUNT_TYPE,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,LOW,,192100,,
reconciliation,reconciliation,PROCESS_EVENT,ACCOUNTING,SEC Beginners' Guide to Financial Statements,https://www.sec.gov/about/reports-publications/investorpubsbegfinstmtguide,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
redemption,redemption,PROCESS_EVENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
refinance,refinance,PROCESS_EVENT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
refinance,refinance,PROCESS_EVENT,FINANCE,CFPB Mortgages Key Terms,https://www.consumerfinance.gov/consumer-tools/mortgages/answers/key-terms/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
refund,refund,TAX_CONCEPT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
registered owner,registered owner,ROLE,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,,,,
registration statement,registration statement,DOCUMENT,FINANCE,SEC Forms Index / EDGAR Filing Forms,https://www.sec.gov/submit-filings/forms-index,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,,,,
registration statement,registration statement,DOCUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,,,,
regressive tax,regressive tax,TAX_CONCEPT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
Regulation D,regulation d,REGULATORY_TERM,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
reinvestment risk,reinvestment risk,FINANCIAL_CONCEPT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
REIT,reit,FINANCIAL_INSTRUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,HIGH,,,REIT,real estate investment trust
report crosswalk,report crosswalk,ACCOUNTING_CONCEPT,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,MEDIUM,,,,
repurchase agreement,repurchase agreement,FINANCIAL_CONCEPT,FINANCE,Federal Reserve Regulatory Reform Glossary,https://www.federalreserve.gov/regreform/reform-glossary.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,LOW,,,,
retained earnings,retained earnings,ACCOUNTING_CONCEPT,ACCOUNTING,SEC Beginners' Guide to Financial Statements,https://www.sec.gov/about/reports-publications/investorpubsbegfinstmtguide,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
retirement account,retirement account,ACCOUNT_TYPE,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,,,,
return on investment,return on investment,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,MEDIUM,,,,
revenue,revenue,ACCOUNTING_CONCEPT,ACCOUNTING,SEC Beginners' Guide to Financial Statements,https://www.sec.gov/about/reports-publications/investorpubsbegfinstmtguide,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
reverse mortgage,reverse mortgage,FINANCIAL_INSTRUMENT,FINANCE,CFPB Mortgages Key Terms,https://www.consumerfinance.gov/consumer-tools/mortgages/answers/key-terms/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
reverse stock split,reverse stock split,PROCESS_EVENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
revocable trust account,revocable trust account,ACCOUNT_TYPE,FINANCE,FDIC EDIE Glossary,https://edie.fdic.gov/glossary.html,FDIC,US_FEDERAL_BANKING_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
risk,risk,FINANCIAL_CONCEPT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,HIGH,,,,
risk tolerance,risk tolerance,FINANCIAL_CONCEPT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
Roth IRA,roth ira,ACCOUNT_TYPE,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
salary,salary,FINANCIAL_CONCEPT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
savings account,savings account,ACCOUNT_TYPE,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,MEDIUM,,,,
savings and loan association,savings and loan association,ORGANIZATION,FINANCE,Federal Reserve Payments Glossary,https://www.federalreserve.gov/paymentsystems/pfs_glossary.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,MEDIUM,,,,
savings bank,savings bank,ORGANIZATION,FINANCE,Federal Reserve Payments Glossary,https://www.federalreserve.gov/paymentsystems/pfs_glossary.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,MEDIUM,,,,
Schedule 1,schedule 1,DOCUMENT,TAX,IRS Schedules for Form 1040 and Form 1040-SR,https://www.irs.gov/forms-pubs/schedules-for-form-1040,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Schedule 1-A,schedule 1-a,DOCUMENT,TAX,IRS Schedules for Form 1040 and Form 1040-SR,https://www.irs.gov/forms-pubs/schedules-for-form-1040,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Schedule 13D,schedule 13d,REGULATORY_TERM,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Schedule 13G,schedule 13g,REGULATORY_TERM,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Schedule 2,schedule 2,DOCUMENT,TAX,IRS Schedules for Form 1040 and Form 1040-SR,https://www.irs.gov/forms-pubs/schedules-for-form-1040,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Schedule 3,schedule 3,DOCUMENT,TAX,IRS Schedules for Form 1040 and Form 1040-SR,https://www.irs.gov/forms-pubs/schedules-for-form-1040,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Schedule A,schedule a,DOCUMENT,TAX,IRS Schedules for Form 1040 and Form 1040-SR,https://www.irs.gov/forms-pubs/schedules-for-form-1040,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Schedule B,schedule b,DOCUMENT,TAX,IRS Schedules for Form 1040 and Form 1040-SR,https://www.irs.gov/forms-pubs/schedules-for-form-1040,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Schedule C,schedule c,DOCUMENT,TAX,IRS Schedules for Form 1040 and Form 1040-SR,https://www.irs.gov/forms-pubs/schedules-for-form-1040,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Schedule D,schedule d,DOCUMENT,TAX,IRS Schedules for Form 1040 and Form 1040-SR,https://www.irs.gov/forms-pubs/schedules-for-form-1040,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Schedule E,schedule e,DOCUMENT,TAX,IRS Schedules for Form 1040 and Form 1040-SR,https://www.irs.gov/forms-pubs/schedules-for-form-1040,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Schedule F,schedule f,DOCUMENT,TAX,IRS Schedules for Form 1040 and Form 1040-SR,https://www.irs.gov/forms-pubs/schedules-for-form-1040,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Schedule H,schedule h,DOCUMENT,TAX,IRS Schedules for Form 1040 and Form 1040-SR,https://www.irs.gov/forms-pubs/schedules-for-form-1040,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Schedule J,schedule j,DOCUMENT,TAX,IRS Schedules for Form 1040 and Form 1040-SR,https://www.irs.gov/forms-pubs/schedules-for-form-1040,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Schedule K-1,schedule k-1,DOCUMENT,TAX,IRS Schedules for Form 1040 and Form 1040-SR,https://www.irs.gov/forms-pubs/schedules-for-form-1040,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Schedule R,schedule r,DOCUMENT,TAX,IRS Schedules for Form 1040 and Form 1040-SR,https://www.irs.gov/forms-pubs/schedules-for-form-1040,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Schedule SE,schedule se,DOCUMENT,TAX,IRS Schedules for Form 1040 and Form 1040-SR,https://www.irs.gov/forms-pubs/schedules-for-form-1040,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
secondary offering,secondary offering,PROCESS_EVENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
Securities Act of 1933,securities act of 1933,REGULATORY_TERM,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
Securities Exchange Act of 1934,securities exchange act of 1934,REGULATORY_TERM,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
securities lending,securities lending,PROCESS_EVENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
securitization,securitization,FINANCIAL_CONCEPT,FINANCE,Federal Reserve Regulatory Reform Glossary,https://www.federalreserve.gov/regreform/reform-glossary.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,LOW,,,,
security,security,FINANCIAL_INSTRUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential; cross-domain legal/document terminology overlap.,,,
security futures product,security futures product,FINANCIAL_INSTRUMENT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,Collision note: cross-domain legal/document terminology overlap.,,,
SEF,sef,ORGANIZATION,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,HIGH,,,SEF,swap execution facility
self employment tax,self employment tax,TAX_CONCEPT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,False,True,self-employment tax,LOW,Conservative deterministic punctuation/hyphenation variant of source-attested parent term.,,,
self-employment tax,self-employment tax,TAX_CONCEPT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
self-employment tax,self-employment tax,TAX_CONCEPT,TAX,IRS Understanding Employment Taxes,https://www.irs.gov/businesses/small-businesses-self-employed/understanding-employment-taxes,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
self-employment tax,self-employment tax,TAX_CONCEPT,TAX,IRS Schedules for Form 1040 and Form 1040-SR,https://www.irs.gov/forms-pubs/schedules-for-form-1040,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
self-regulatory organization,self-regulatory organization,ORGANIZATION,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,MEDIUM,,,,
servicer,servicer,ROLE,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,HIGH,,,,
settlement,settlement,PROCESS_EVENT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential; cross-domain legal/document terminology overlap.,,,
settlement,settlement,PROCESS_EVENT,FINANCE,Federal Reserve Payments Glossary,https://www.federalreserve.gov/paymentsystems/pfs_glossary.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential; cross-domain legal/document terminology overlap.,,,
settlement,settlement,PROCESS_EVENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential; cross-domain legal/document terminology overlap.,,,
settlement price,settlement price,FINANCIAL_CONCEPT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,Collision note: cross-domain legal/document terminology overlap.,,,
shareholder,shareholder,ROLE,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
shareholders’ equity,shareholders' equity,ACCOUNTING_CONCEPT,ACCOUNTING,SEC Beginners' Guide to Financial Statements,https://www.sec.gov/about/reports-publications/investorpubsbegfinstmtguide,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
short position,short position,FINANCIAL_CONCEPT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
short sale,short sale,PROCESS_EVENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
short selling,short selling,PROCESS_EVENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
simple interest,simple interest,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
single account,single account,ACCOUNT_TYPE,FINANCE,FDIC EDIE Glossary,https://edie.fdic.gov/glossary.html,FDIC,US_FEDERAL_BANKING_AUTHORITY,True,False,,MEDIUM,,,,
Social Security tax,social security tax,TAX_CONCEPT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,Collision note: cross-domain legal/document terminology overlap.,,,
Social Security tax,social security tax,TAX_CONCEPT,TAX,IRS Understanding Employment Taxes,https://www.irs.gov/businesses/small-businesses-self-employed/understanding-employment-taxes,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,Collision note: cross-domain legal/document terminology overlap.,,,
software developer,software developer,ROLE,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
speculative position limit,speculative position limit,FINANCIAL_CONCEPT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
